Date,AAPL,AMZN,GOOG,IBM,MSFT,NVDA
10/02/2015,27.25043869,18.64999962,26.64727783,98.51891327,36.50711441,0.502824485
11/02/2015,27.88916206,18.75699997,26.59914207,98.29522705,36.31858444,0.499464214
12/02/2015,28.24202538,18.85849953,26.94454956,98.49404144,36.92703247,0.535226226
13/02/2015,28.38048363,19.09149933,27.24629021,99.66214752,37.59548187,0.535466254
17/02/2015,28.54797935,18.77149963,26.94008636,100.0101013,37.61274338,0.537146151
18/02/2015,28.74674034,18.6685009,26.78425407,100.7743225,37.56958771,0.530905724
19/02/2015,28.68643951,18.95000076,26.9415741,101.8306274,37.54368973,0.532345831
20/02/2015,28.92093277,19.18300056,26.74703217,101.6815109,37.85438919,0.536186159
23/02/2015,29.70257568,19.00699997,26.39765167,101.2217102,38.10470581,0.531865895
24/02/2015,29.51722145,18.92950058,26.60509682,102.4146881,38.05289841,0.537528098
25/02/2015,28.76236343,19.26849937,26.9912014,101.1595612,37.96660233,0.533431888
26/02/2015,29.12639236,19.23999977,27.56738091,99.9541626,38.02700424,0.534877658
27/02/2015,28.68867493,19.00799942,27.71229744,100.618988,37.84575272,0.531504393
02/03/2015,28.82937241,19.28300095,28.35448456,99.71185303,37.87166977,0.544514894
03/03/2015,28.88967133,19.23049927,28.46862984,100.0536118,37.3538208,0.534395576
04/03/2015,28.70653915,19.13599968,28.45522881,99.05328369,37.16394043,0.540419102
05/03/2015,28.23085403,19.39150047,28.55250168,100.1467896,37.20709229,0.550779462
06/03/2015,28.273283,19.00449944,28.1730938,98.48162079,36.55978394,0.543310344
09/03/2015,28.39387703,18.9279995,28.23091125,99.89207458,36.98269272,0.544755876
10/03/2015,27.80652809,18.47550011,27.54405785,98.05291748,36.27498245,0.554152608
11/03/2015,27.29957008,18.31850052,27.35398102,97.42533875,36.23182297,0.551261306
12/03/2015,27.79312706,18.71199989,27.56887245,98.15855408,35.40327072,0.546201527
13/03/2015,27.6010704,18.52899933,27.16241837,95.85957336,35.71398163,0.546924531
16/03/2015,27.90479088,18.66749954,27.51924515,97.59932709,35.86932373,0.553429604
17/03/2015,28.3715477,18.59600067,27.33710861,97.52474213,35.99015808,0.560175717
18/03/2015,28.69090652,18.75699997,27.76688766,99.29555511,36.68062592,0.551020205
19/03/2015,28.47428322,18.66200066,27.69195175,99.29555511,36.49937057,0.55945307
20/03/2015,28.1169548,18.92449951,27.80956459,101.2030716,37.00858688,0.565476298
23/03/2015,28.40951538,18.75550079,27.73264313,102.2903671,36.99132919,0.547165334
24/03/2015,28.29338455,18.7045002,28.29741096,101.2776489,37.02586365,0.539696336
25/03/2015,27.55417252,18.54800034,27.73140526,98.91657257,35.78301239,0.50692898
26/03/2015,27.74622536,18.36750031,27.55200005,99.78019714,35.56724548,0.505242467
27/03/2015,27.52514076,18.52799988,27.2130394,99.66214752,35.3601265,0.515120804
30/03/2015,28.22191811,18.72949982,27.39616776,101.0726089,35.35149002,0.517289162
31/03/2015,27.78866005,18.60499954,27.19616508,99.72431183,35.09256363,0.504278779
01/04/2015,27.7484684,18.51300049,26.92618752,98.90411377,35.14435196,0.506206393
02/04/2015,27.98742104,18.61249924,26.57730484,99.69321442,34.77321625,0.507410884
06/04/2015,28.44077873,18.85199928,26.63859177,100.6811676,35.86070633,0.522108138
07/04/2015,28.14152336,18.72050095,26.65124893,100.6998062,35.84342957,0.526685953
08/04/2015,28.04995346,19.05999947,26.87904358,100.5631104,35.74850464,0.530540586
09/04/2015,28.26435089,19.17700005,26.83785057,100.8675537,35.80028534,0.542828441
10/04/2015,28.38494492,19.13249969,26.79963684,101.1906509,36.00741959,0.548369944
13/04/2015,28.32911682,19.11800003,26.75794983,100.892395,36.04194641,0.543310344
14/04/2015,28.20628166,19.25550079,26.32221603,100.8426971,35.94701004,0.538732529
15/04/2015,28.31348228,19.17250061,26.42841911,101.9797363,36.47348022,0.545237958
16/04/2015,28.17725945,19.30200005,26.49144745,101.3584137,36.3871727,0.541864574
